1	2	1	0	0	d	1	0	3	-1	-1	175
1	3	2	0	0	F	2	0	4	1	1	224
1	4	3	0	0	F	1	1	3	-1	-1	123
1	1	2	0	0	d	1	2	3	-1	-1	175
1	1	3	0	0	F	2	2	4	3	1	223
1	1	4	0	0	F	1	3	3	-1	-1	124
1	2	0	0	0	g	1	4	5	-1	-1	257
1	3	0	0	0	F	2	4	2	5	2	180
1	4	0	0	0	F	1	5	3	-1	-1	96
1	2	2	0	0	g	1	6	5	-1	-1	256
1	3	3	0	0	F	2	6	2	7	2	180
1	4	4	0	0	F	1	7	3	-1	-1	97
1	3	1	0	0	F	1	8	5	-1	-1	223
1	4	2	0	0	F	2	8	2	9	1	136
1	5	3	0	0	F	1	9	2	-1	-1	80
1	2	3	0	0	F	1	10	5	-1	-1	224
1	2	4	0	0	F	2	10	2	11	1	136
1	2	5	0	0	F	1	11	2	-1	-1	80
1	5	2	0	0	F	1	12	2	-1	-1	79
1	4	1	0	0	F	1	12	3	-1	-1	123
1	5	1	0	1	F	1	12	2	-1	-1	61
1	3	5	0	0	F	1	13	2	-1	-1	80
1	3	4	0	0	F	1	13	3	-1	-1	123
1	4	5	0	1	F	1	13	2	-1	-1	61
1	5	0	1	1	F	1	14	2	-1	-1	46
1	6	0	1	1	F	1	14	1	-1	-1	26
1	7	0	1	1	F	1	14	1	-1	-1	16
1	8	0	1	1	L	1	14	1	-1	-1	10
1	9	0	1	1	c	0	-1	-1	-1	-1	3
1	5	5	1	1	F	1	15	2	-1	-1	46
1	6	6	1	1	F	1	15	1	-1	-1	26
1	7	7	1	1	F	1	15	1	-1	-1	16
1	8	8	1	1	L	1	15	1	-1	-1	10
1	9	9	1	1	c	0	-1	-1	-1	-1	3
1	5	4	1	1	F	1	16	2	-1	-1	61
1	6	5	1	1	F	1	16	1	-1	-1	33
1	7	6	1	1	F	1	16	1	-1	-1	19
1	8	7	1	1	F	1	16	1	-1	-1	12
1	9	8	1	1	b	1	16	1	-1	-1	7
1	1	5	1	1	F	1	17	2	-1	-1	61
1	1	6	1	1	F	1	17	1	-1	-1	33
1	1	7	1	1	F	1	17	1	-1	-1	19
1	1	8	1	1	F	1	17	1	-1	-1	12
1	1	9	1	1	b	1	17	1	-1	-1	7
1	6	1	1	1	F	1	18	1	-1	-1	33
1	7	1	1	1	F	1	18	1	-1	-1	19
1	8	1	1	1	F	1	18	1	-1	-1	12
1	9	1	1	1	F	1	18	1	-1	-1	7
1	5	6	1	1	F	1	19	1	-1	-1	33
1	6	7	1	1	F	1	19	1	-1	-1	19
1	7	8	1	1	F	1	19	1	-1	-1	12
1	8	9	1	1	F	1	19	1	-1	-1	7
1	6	2	1	1	F	1	20	1	-1	-1	38
1	7	2	1	1	F	1	20	1	-1	-1	22
1	8	2	1	1	F	1	20	1	-1	-1	14
1	9	2	1	1	L	1	20	1	-1	-1	9
1	10	2	1	1	c	0	-1	-1	-1	-1	2
1	4	6	1	1	F	1	21	1	-1	-1	39
1	5	7	1	1	F	1	21	1	-1	-1	23
1	6	8	1	1	F	1	21	1	-1	-1	14
1	7	9	1	1	L	1	21	1	-1	-1	9
1	8	10	1	1	c	0	-1	-1	-1	-1	2
1	6	4	1	1	F	1	22	1	-1	-1	39
1	7	5	1	1	F	1	22	1	-1	-1	22
1	8	6	1	1	F	1	22	1	-1	-1	14
1	9	7	1	1	L	1	22	1	-1	-1	9
1	10	8	1	1	c	0	-1	-1	-1	-1	2
1	2	6	1	1	F	1	23	1	-1	-1	39
1	2	7	1	1	F	1	23	1	-1	-1	22
1	2	8	1	1	F	1	23	1	-1	-1	14
1	2	9	1	1	L	1	23	1	-1	-1	9
1	2	10	1	1	c	0	-1	-1	-1	-1	2
1	6	3	1	1	F	1	24	1	-1	-1	41
1	7	4	1	1	F	1	24	1	-1	-1	25
1	8	5	1	1	F	1	24	1	-1	-1	16
1	9	6	1	1	F	1	24	1	-1	-1	10
1	10	7	1	1	a	1	24	1	-1	-1	4
1	3	6	1	1	F	1	25	1	-1	-1	41
1	3	7	1	1	F	1	25	1	-1	-1	25
1	3	8	1	1	F	1	25	1	-1	-1	16
1	3	9	1	1	F	1	25	1	-1	-1	10
1	3	10	1	1	a	1	25	1	-1	-1	4
1	7	3	1	1	F	1	26	1	-1	-1	25
1	8	3	1	1	F	1	26	1	-1	-1	16
1	9	3	1	1	F	1	26	1	-1	-1	10
1	10	3	1	1	a	1	26	1	-1	-1	4
1	4	7	1	1	F	1	27	1	-1	-1	25
1	5	8	1	1	F	1	27	1	-1	-1	16
1	6	9	1	1	F	1	27	1	-1	-1	10
1	7	10	1	1	a	1	27	1	-1	-1	4
1	8	4	1	1	F	1	28	1	-1	-1	16
1	9	4	1	1	F	1	28	1	-1	-1	11
1	10	4	1	1	b	1	28	1	-1	-1	6
1	9	5	1	1	F	1	28	1	-1	-1	11
1	10	5	1	1	d	1	28	1	-1	-1	6
1	10	6	1	1	b	1	28	1	-1	-1	6
1	4	8	1	1	F	1	29	1	-1	-1	16
1	5	9	1	1	F	1	29	1	-1	-1	11
1	6	10	1	1	b	1	29	1	-1	-1	6
1	4	9	1	1	F	1	29	1	-1	-1	11
1	5	10	1	1	d	1	29	1	-1	-1	6
1	4	10	1	1	b	1	29	1	-1	-1	6
2	2	0	0	0	g	1	30	5	-1	-1	270
2	3	0	0	0	F	2	30	2	31	2	191
2	4	0	0	0	F	1	31	3	-1	-1	102
2	2	2	0	0	g	1	32	5	-1	-1	269
2	3	3	0	0	F	2	32	2	33	2	191
2	4	4	0	0	F	1	33	3	-1	-1	103
2	2	1	0	0	d	1	34	3	-1	-1	183
2	3	2	0	0	F	2	34	4	35	1	237
2	4	3	0	0	F	1	35	3	-1	-1	131
2	1	2	0	0	d	1	36	3	-1	-1	184
2	1	3	0	0	F	2	36	4	37	1	237
2	1	4	0	0	F	1	37	3	-1	-1	131
