0	1	2	1	0	4228.59	37.5935	7.60016	38944.1	31.3643	43756.2	3702.88	-6.44674
1	1	3	2	0	3383.05	44.6892	9.13242	38122.2	37.9426	1600.03	26.6165	2.56094
2	1	4	3	0	5019.1	18.006	4.8501	58152.2	13.7125	511.926	31.8622	0.767158
3	1	1	2	0	4368.64	37.3118	7.72104	34929.8	31.7279	-225.27	49.8139	-20.9981
4	1	1	3	0	4100.06	43.9784	8.77167	28592	35.8879	536.175	65.1631	1.48265
5	1	1	4	0	4244.37	18.4691	4.87167	64633.6	13.7342	4221.58	16.7068	0.735784
6	1	2	0	0	3604.78	55.5532	10.3151	23453.7	46.3122	1779.28	53.59	1.70482
7	1	3	0	0	4200.15	29.9882	7.03189	45369.9	24.2208	-762.9	7.23677	-10.7258
8	1	4	0	0	4068.53	14.0184	4.31785	75447.5	10.3859	-473.581	-3.9554	-24.4791
9	1	2	2	0	3308.35	59.5563	10.7493	28199.2	51.1444	697.088	36.9334	3.35093
10	1	3	3	0	4155.65	29.9582	7.01711	46215.9	24.2715	71742.3	-30.3814	-12.6511
11	1	4	4	0	4674.1	12.8156	4.80137	64728.6	10.6177	-1343.81	1.67055	0.909624
12	1	3	1	0	3756.42	44.4747	8.86003	31685.5	35.7533	3132.02	41.3141	1.3967
13	1	4	2	0	4239.55	20.4671	5.22554	60558.8	15.4684	4187.95	18.6994	0.822287
14	1	5	3	0	4663.77	9.80243	4.39723	70496.7	8.38061	-3922.33	1.05218	0.40795
15	1	2	3	0	3795.55	44.0922	9.10907	32669.7	36.9485	-382.056	33.3721	-5.9375
16	1	2	4	0	4187.57	20.5503	5.27672	60451.2	15.3885	4806.37	18.725	0.772108
17	1	2	5	0	4259.54	11.4074	3.62209	80725.6	8.03636	509.962	20.9011	0.501667
18	1	5	2	0	4585.75	10.2405	4.31383	71500	8.34719	-2914.01	0.98137	0.345906
19	1	4	1	0	4635.1	17.2526	5.51879	56422.3	14.363	-714.342	3.42033	1.31976
20	1	5	1	0	4265.87	17.144	4.7529	66255.3	12.654	3847.67	15.6023	0.638452
21	1	3	5	0	4684.77	9.84368	4.48225	69514.6	8.33249	-4008.68	1.0991	0.448703
22	1	3	4	0	3601.58	18.8116	5.01393	72095.2	14.3227	1635.1	7.47322	1.37988
23	1	4	5	0	4533.46	16.8805	4.78627	65073.9	12.7365	-1209.34	5.67771	-8.25396
24	1	5	0	1	4673.79	14.3635	4.37217	68146.6	10.4256	-1129.61	-5.64921	-0.765801
25	1	6	0	1	3816.08	9.48105	3.56429	82892.2	6.47336	5132.35	2.48768	0.553136
26	1	7	0	1	3957.94	6.06019	3.24262	84629.4	4.34537	12698.3	1.97558	0.327218
27	1	8	0	1	3837.84	2.84378	2.33322	106398	1.72371	85.1218	9.91166	0.615184
29	1	5	5	1	5238.25	13.0734	4.81177	57727.8	10.6984	-1357.71	1.64133	0.857435
30	1	6	6	1	4746.25	9.23321	3.37735	79274	6.2137	778.014	17.9714	0.427968
31	1	7	7	1	3747.05	5.46454	3.60477	84180.8	4.44177	47303.7	1.79723	0.138018
32	1	8	8	1	9171.45	-0.32099	3.19632	90825.6	1.84445	2000	3.21883	-20.6319
34	1	5	4	1	4900.12	15.7962	5.3401	55119.1	13.1451	-822.877	2.7298	1.42219
35	1	6	5	1	4088.9	11.2403	4.02254	75408.4	8.16963	4946.3	3.7683	0.628417
36	1	7	6	1	4465.35	7.51425	3.1414	84665.5	4.83464	457.393	16.2542	0.557851
37	1	8	7	1	3222.1	3.25665	2.42563	106371	2.045	2000	3.76815	-4.00823
38	1	9	8	1	42527.7	0.24682	1.35467	38070.9	2.25515	-9285.36	-2.16442	-1.94357
39	1	1	5	1	5457.35	16.7756	4.339	59081.4	12.3332	1511.14	26.557	0.794915
40	1	1	6	1	3672.49	11.5823	3.99456	79045.8	8.22589	4482.19	3.59868	0.878048
41	1	1	7	1	3564.15	7.02275	3.5471	85800.9	5.14033	9488.41	2.04154	0.331543
42	1	1	8	1	2333.03	3.21031	2.6618	110132	2.07692	20324.9	4.86092	0.064012
43	1	1	9	1	42412.9	0.268789	1.33367	38531.1	2.22913	-3182.88	-4.17949	-10.4061
44	1	6	1	1	3870.07	11.3176	4.03696	76684.3	8.26985	5501.43	3.61961	0.697813
45	1	7	1	1	3601.21	7.63829	3.28776	91620.4	4.99909	-20825.5	4.73999	0.110369
46	1	8	1	1	19787.6	1.27142	1.22118	68622.3	2.91751	572.117	8.80258	0.275568
47	1	9	1	1	9357.18	-0.0789748	2.74331	98330.4	1.32328	104.498	9.23829	0.561895
48	1	5	6	1	3952	11.6452	3.89223	78234.4	8.19778	3181.35	3.6735	0.939303
49	1	6	7	1	4491.3	7.58861	3.01808	85678.4	4.83591	680.649	15.4757	0.53705
