0	1	0	2	1	160	6	194	18
1	1	0	3	2	432	12	486	30
2	1	0	4	3	432	12	486	30
3	1	0	1	2	160	6	194	18
4	1	0	1	3	432	12	486	30
5	1	0	1	4	432	12	486	30
6	1	0	2	0	307	10	360	26
7	1	0	3	0	432	12	486	30
8	1	0	4	0	432	12	486	30
9	1	0	2	2	307	10	360	26
10	1	0	3	3	432	12	486	30
11	1	0	4	4	432	12	486	30
12	1	0	3	1	432	12	486	30
13	1	0	4	2	432	12	486	30
14	1	0	5	3	432	12	486	30
15	1	0	2	3	432	12	486	30
16	1	0	2	4	432	12	486	30
17	1	0	2	5	432	12	486	30
18	1	0	5	2	432	12	486	30
19	1	0	4	1	432	12	486	30
20	1	0	5	1	432	12	486	30
21	1	0	3	5	432	12	486	30
22	1	0	3	4	432	12	486	30
23	1	0	4	5	432	12	486	30
24	1	1	5	0	192	6	222	18
25	1	1	6	0	192	6	222	18
26	1	1	7	0	192	6	222	18
27	1	1	8	0	226	7	262	20
28	1	1	5	5	192	6	222	18
29	1	1	6	6	192	6	222	18
30	1	1	7	7	192	6	222	18
31	1	1	8	8	226	7	262	20
32	1	1	5	4	192	6	222	18
33	1	1	6	5	192	6	222	18
34	1	1	7	6	192	6	222	18
35	1	1	8	7	192	6	222	18
36	1	1	9	8	164	5	194	16
37	1	1	1	5	192	6	222	18
38	1	1	1	6	192	6	222	18
39	1	1	1	7	192	6	222	18
40	1	1	1	8	192	6	222	18
41	1	1	1	9	164	5	194	16
42	1	1	6	1	192	6	222	18
43	1	1	7	1	192	6	222	18
44	1	1	8	1	192	6	222	18
45	1	1	9	1	192	6	222	18
46	1	1	5	6	192	6	222	18
47	1	1	6	7	192	6	222	18
48	1	1	7	8	192	6	222	18
49	1	1	8	9	192	6	222	18
50	1	1	6	2	192	6	222	18
51	1	1	7	2	192	6	222	18
52	1	1	8	2	192	6	222	18
53	1	1	9	2	226	7	262	20
54	1	1	4	6	192	6	222	18
55	1	1	5	7	192	6	222	18
56	1	1	6	8	192	6	222	18
57	1	1	7	9	226	7	262	20
58	1	1	6	4	192	6	222	18
59	1	1	7	5	192	6	222	18
60	1	1	8	6	192	6	222	18
61	1	1	9	7	226	7	262	20
62	1	1	2	6	192	6	222	18
63	1	1	2	7	192	6	222	18
64	1	1	2	8	192	6	222	18
65	1	1	2	9	226	7	262	20
66	1	1	6	3	192	6	222	18
67	1	1	7	4	192	6	222	18
68	1	1	8	5	192	6	222	18
69	1	1	9	6	192	6	222	18
70	1	1	10	7	100	3	120	12
71	1	1	3	6	192	6	222	18
72	1	1	3	7	192	6	222	18
73	1	1	3	8	192	6	222	18
74	1	1	3	9	192	6	222	18
75	1	1	3	10	100	3	120	12
76	1	1	7	3	192	6	222	18
77	1	1	8	3	192	6	222	18
78	1	1	9	3	192	6	222	18
79	1	1	10	3	100	3	120	12
80	1	1	4	7	192	6	222	18
81	1	1	5	8	192	6	222	18
82	1	1	6	9	192	6	222	18
83	1	1	7	10	100	3	120	12
84	1	1	8	4	192	6	222	18
85	1	1	9	4	192	6	222	18
86	1	1	10	4	164	5	194	16
87	1	1	9	5	192	6	222	18
88	1	1	10	5	100	3	120	12
89	1	1	10	6	164	5	194	16
90	1	1	4	8	192	6	222	18
91	1	1	5	9	192	6	222	18
92	1	1	6	10	164	5	194	16
93	1	1	4	9	192	6	222	18
94	1	1	5	10	100	3	120	12
95	1	1	4	10	164	5	194	16
96	2	0	2	0	307	10	360	26
97	2	0	3	0	432	12	486	30
98	2	0	4	0	432	12	486	30
99	2	0	2	2	307	10	360	26
100	2	0	3	3	432	12	486	30
101	2	0	4	4	432	12	486	30
102	2	0	2	1	160	6	194	18
103	2	0	3	2	432	12	486	30
104	2	0	4	3	432	12	486	30
105	2	0	1	2	160	6	194	18
106	2	0	1	3	432	12	486	30
107	2	0	1	4	432	12	486	30
108	2	0	3	1	432	12	486	30
109	2	0	4	1	432	12	486	30
110	2	0	5	1	432	12	486	30
111	2	0	2	3	432	12	486	30
112	2	0	3	4	432	12	486	30
113	2	0	4	5	432	12	486	30
114	2	0	5	3	432	12	486	30
115	2	0	4	2	432	12	486	30
116	2	0	5	2	432	12	486	30
117	2	0	2	5	432	12	486	30
118	2	0	2	4	432	12	486	30
119	2	0	3	5	432	12	486	30
120	2	1	5	0	192	6	222	18
121	2	1	6	0	192	6	222	18
122	2	1	7	0	192	6	222	18
123	2	1	8	0	192	6	222	18
124	2	1	5	5	192	6	222	18
125	2	1	6	6	192	6	222	18
126	2	1	7	7	192	6	222	18
127	2	1	8	8	192	6	222	18
128	2	1	5	4	192	6	222	18
129	2	1	6	5	192	6	222	18
130	2	1	7	6	192	6	222	18
131	2	1	8	7	192	6	222	18
132	2	1	9	8	100	3	120	12
133	2	1	1	5	192	6	222	18
134	2	1	1	6	192	6	222	18
135	2	1	1	7	192	6	222	18
136	2	1	1	8	192	6	222	18
137	2	1	1	9	100	3	120	12
138	2	1	6	1	192	6	222	18
139	2	1	7	1	192	6	222	18
140	2	1	8	1	192	6	222	18
141	2	1	9	1	100	3	120	12
142	2	1	5	6	192	6	222	18
143	2	1	6	7	192	6	222	18
144	2	1	7	8	192	6	222	18
145	2	1	8	9	100	3	120	12
146	2	1	6	4	192	6	222	18
147	2	1	7	5	192	6	222	18
148	2	1	8	6	192	6	222	18
149	2	1	9	7	164	5	194	16
150	2	1	2	6	192	6	222	18
151	2	1	2	7	192	6	222	18
152	2	1	2	8	192	6	222	18
153	2	1	2	9	164	5	194	16
154	2	1	6	2	192	6	222	18
155	2	1	7	2	192	6	222	18
156	2	1	8	2	192	6	222	18
157	2	1	9	2	164	5	194	16
158	2	1	4	6	192	6	222	18
159	2	1	5	7	192	6	222	18
160	2	1	6	8	192	6	222	18
161	2	1	7	9	164	5	194	16
162	2	1	6	3	192	6	222	18
163	2	1	7	4	192	6	222	18
164	2	1	8	5	192	6	222	18
165	2	1	9	6	226	7	262	20
166	2	1	3	6	192	6	222	18
167	2	1	3	7	192	6	222	18
168	2	1	3	8	192	6	222	18
169	2	1	3	9	226	7	262	20
170	2	1	7	3	192	6	222	18
171	2	1	8	4	192	6	222	18
172	2	1	9	5	226	7	262	20
173	2	1	4	7	192	6	222	18
174	2	1	4	8	192	6	222	18
175	2	1	4	9	226	7	262	20
176	2	1	8	3	192	6	222	18
177	2	1	9	3	192	6	222	18
178	2	1	9	4	226	7	262	20
179	2	1	5	8	192	6	222	18
180	2	1	6	9	192	6	222	18
181	2	1	5	9	226	7	262	20
182	3	0	2	0	307	10	360	26
183	3	0	3	0	432	12	486	30
184	3	0	4	0	432	12	486	30
185	3	0	2	2	307	10	360	26
186	3	0	3	3	432	12	486	30
187	3	0	4	4	432	12	486	30
188	3	0	2	1	160	6	194	18
189	3	0	3	2	432	12	486	30
190	3	0	4	3	432	12	486	30
191	3	0	1	2	160	6	194	18
192	3	0	1	3	432	12	486	30
193	3	0	1	4	432	12	486	30
194	3	0	3	1	432	12	486	30
195	3	0	4	1	432	12	486	30
196	3	0	5	1	432	12	486	30
197	3	0	2	3	432	12	486	30
198	3	0	3	4	432	12	486	30
199	3	0	4	5	432	12	486	30
200	3	0	5	3	432	12	486	30
201	3	0	4	2	432	12	486	30
202	3	0	5	2	432	12	486	30
203	3	0	2	5	432	12	486	30
204	3	0	2	4	432	12	486	30
205	3	0	3	5	432	12	486	30
206	3	1	5	4	192	6	222	18
207	3	1	6	5	192	6	222	18
208	3	1	7	6	192	6	222	18
209	3	1	8	7	192	6	222	18
210	3	1	9	8	164	5	194	16
211	3	1	1	5	192	6	222	18
212	3	1	1	6	192	6	222	18
213	3	1	1	7	192	6	222	18
214	3	1	1	8	192	6	222	18
215	3	1	1	9	164	5	194	16
216	3	1	5	0	192	6	222	18
217	3	1	6	0	192	6	222	18
218	3	1	7	0	192	6	222	18
219	3	1	8	0	226	7	262	20
220	3	1	5	5	192	6	222	18
221	3	1	6	6	192	6	222	18
222	3	1	7	7	192	6	222	18
223	3	1	8	8	226	7	262	20
224	3	1	6	4	192	6	222	18
225	3	1	7	5	192	6	222	18
226	3	1	8	6	192	6	222	18
227	3	1	9	7	226	7	262	20
228	3	1	2	6	192	6	222	18
229	3	1	2	7	192	6	222	18
230	3	1	2	8	192	6	222	18
231	3	1	2	9	226	7	262	20
232	3	1	6	1	192	6	222	18
233	3	1	7	1	192	6	222	18
234	3	1	8	1	192	6	222	18
235	3	1	9	1	192	6	222	18
236	3	1	5	6	192	6	222	18
237	3	1	6	7	192	6	222	18
238	3	1	7	8	192	6	222	18
239	3	1	8	9	192	6	222	18
240	3	1	6	3	192	6	222	18
241	3	1	7	4	192	6	222	18
242	3	1	8	5	192	6	222	18
243	3	1	9	6	192	6	222	18
244	3	1	10	7	100	3	120	12
245	3	1	3	6	192	6	222	18
246	3	1	3	7	192	6	222	18
247	3	1	3	8	192	6	222	18
248	3	1	3	9	192	6	222	18
249	3	1	3	10	100	3	120	12
250	3	1	6	2	192	6	222	18
251	3	1	7	2	192	6	222	18
252	3	1	8	2	192	6	222	18
253	3	1	9	2	226	7	262	20
254	3	1	4	6	192	6	222	18
255	3	1	5	7	192	6	222	18
256	3	1	6	8	192	6	222	18
257	3	1	7	9	226	7	262	20
258	3	1	7	3	192	6	222	18
259	3	1	8	4	192	6	222	18
260	3	1	9	5	192	6	222	18
261	3	1	10	6	164	5	194	16
262	3	1	4	7	192	6	222	18
263	3	1	4	8	192	6	222	18
264	3	1	4	9	192	6	222	18
265	3	1	4	10	164	5	194	16
266	3	1	8	3	192	6	222	18
267	3	1	9	3	192	6	222	18
268	3	1	10	3	100	3	120	12
269	3	1	9	4	192	6	222	18
270	3	1	10	5	100	3	120	12
271	3	1	10	4	164	5	194	16
272	3	1	5	8	192	6	222	18
273	3	1	6	9	192	6	222	18
274	3	1	7	10	100	3	120	12
275	3	1	5	9	192	6	222	18
276	3	1	5	10	100	3	120	12
277	3	1	6	10	164	5	194	16
278	4	0	2	0	307	10	360	26
279	4	0	3	0	432	12	486	30
280	4	0	4	0	432	12	486	30
281	4	0	2	2	307	10	360	26
282	4	0	3	3	432	12	486	30
283	4	0	4	4	432	12	486	30
284	4	0	2	1	160	6	194	18
285	4	0	3	2	432	12	486	30
286	4	0	4	3	432	12	486	30
287	4	0	1	2	160	6	194	18
288	4	0	1	3	432	12	486	30
289	4	0	1	4	432	12	486	30
290	4	0	3	1	432	12	486	30
291	4	0	4	1	432	12	486	30
292	4	0	5	1	432	12	486	30
293	4	0	2	3	432	12	486	30
294	4	0	3	4	432	12	486	30
295	4	0	4	5	432	12	486	30
296	4	0	5	3	432	12	486	30
297	4	0	4	2	432	12	486	30
298	4	0	5	2	432	12	486	30
299	4	0	2	5	432	12	486	30
300	4	0	2	4	432	12	486	30
301	4	0	3	5	432	12	486	30
302	4	1	5	4	192	6	222	18
303	4	1	6	5	192	6	222	18
304	4	1	7	6	192	6	222	18
305	4	1	8	7	192	6	222	18
306	4	1	9	8	100	3	120	12
307	4	1	1	5	192	6	222	18
308	4	1	1	6	192	6	222	18
309	4	1	1	7	192	6	222	18
310	4	1	1	8	192	6	222	18
311	4	1	1	9	100	3	120	12
312	4	1	5	0	192	6	222	18
313	4	1	6	0	192	6	222	18
314	4	1	7	0	192	6	222	18
315	4	1	8	0	192	6	222	18
316	4	1	5	5	192	6	222	18
317	4	1	6	6	192	6	222	18
318	4	1	7	7	192	6	222	18
319	4	1	8	8	192	6	222	18
320	4	1	6	4	192	6	222	18
321	4	1	7	5	192	6	222	18
322	4	1	8	6	192	6	222	18
323	4	1	9	7	226	7	262	20
324	4	1	2	6	192	6	222	18
